timestamp,market_id,asset_id,bid_price,ask_price,last_price,volume_24h
2024-01-01 00:00:00,BINANCE,BTC_USDT,39913.39,39920.86,39916.83,8080397.963038348
2024-01-01 00:00:00,PANCAKE,BTC_USDT,40141.59,40147.61,40144.99,1223750.3164399273
2024-01-01 00:00:00,BINANCE,ETH_USDT,2495.01,2498.33,2496.23,4351774.460301662
2024-01-01 00:00:00,PANCAKE,ETH_USDT,2501.6,2505.49,2504.54,436832.0729543033
2024-01-01 00:00:00,BINANCE,BNB_USDT,299.55,301.05,300.03,3375424.0405568825
2024-01-01 00:00:00,PANCAKE,BNB_USDT,299.4,302.54,300.94,2146554.4171287133
2024-01-01 00:01:00,BINANCE,BTC_USDT,40135.73,40140.23,40137.42,2435012.7499105246
2024-01-01 00:01:00,PANCAKE,BTC_USDT,39961.89,39964.82,39962.1,9265584.23226376
2024-01-01 00:01:00,BINANCE,ETH_USDT,2507.26,2513.41,2510.23,5576508.75934971
2024-01-01 00:01:00,PANCAKE,ETH_USDT,2503.48,2506.23,2504.93,2658294.887040885
2024-01-01 00:01:00,BINANCE,BNB_USDT,300.28,305.69,301.13,6219512.452274686
2024-01-01 00:01:00,PANCAKE,BNB_USDT,297.84,302.85,301.26,7228425.041010121
2024-01-01 00:02:00,BINANCE,BTC_USDT,40106.6,40114.6,40110.67,4448019.3134072255
2024-01-01 00:02:00,PANCAKE,BTC_USDT,40028.51,40034.49,40032.62,9938235.587525172
2024-01-01 00:02:00,BINANCE,ETH_USDT,2491.96,2498.14,2493.62,6269796.288254059
2024-01-01 00:02:00,PANCAKE,ETH_USDT,2496.42,2502.11,2499.79,6013792.793323992
2024-01-01 00:02:00,BINANCE,BNB_USDT,298.81,304.34,299.5,9633838.805881007
2024-01-01 00:02:00,PANCAKE,BNB_USDT,298.28,302.16,300.59,6702051.6495443685
2024-01-01 00:03:00,BINANCE,BTC_USDT,40082.99,40089.6,40085.96,3543978.937010497
2024-01-01 00:03:00,PANCAKE,BTC_USDT,39930.47,39937.0,39934.08,8673547.58853204
2024-01-01 00:03:00,BINANCE,ETH_USDT,2501.91,2508.88,2504.24,5873130.441363601
2024-01-01 00:03:00,PANCAKE,ETH_USDT,2500.56,2501.64,2501.6,3121927.624905904
2024-01-01 00:03:00,BINANCE,BNB_USDT,296.91,301.18,300.54,5685277.547107809
2024-01-01 00:03:00,PANCAKE,BNB_USDT,297.58,302.21,299.08,4137677.092416545
2024-01-01 00:04:00,BINANCE,BTC_USDT,39954.4,39959.43,39956.41,5498358.625509467
2024-01-01 00:04:00,PANCAKE,BTC_USDT,39830.97,39834.87,39832.88,7858853.1456772
2024-01-01 00:04:00,BINANCE,ETH_USDT,2493.32,2499.08,2496.3,8388789.985647291
2024-01-01 00:04:00,PANCAKE,ETH_USDT,2494.63,2496.32,2494.77,8010567.579935047
2024-01-01 00:04:00,BINANCE,BNB_USDT,298.87,304.92,300.56,4300589.260210207
2024-01-01 00:04:00,PANCAKE,BNB_USDT,297.96,300.79,299.39,1208486.3721570035
2024-01-01 00:05:00,BINANCE,BTC_USDT,40198.62,40202.24,40200.83,4615589.790764876
2024-01-01 00:05:00,PANCAKE,BTC_USDT,39922.16,39928.86,39925.2,128751.40935815338
2024-01-01 00:05:00,BINANCE,ETH_USDT,2495.82,2500.25,2499.49,4218769.573207779
2024-01-01 00:05:00,PANCAKE,ETH_USDT,2506.8,2511.19,2506.81,5229689.603489567
2024-01-01 00:05:00,BINANCE,BNB_USDT,297.16,301.2,299.66,4725653.380997995
2024-01-01 00:05:00,PANCAKE,BNB_USDT,298.46,304.41,300.51,2420543.302974751
2024-01-01 00:06:00,BINANCE,BTC_USDT,40038.77,40046.35,40042.84,3344074.7477080068
2024-01-01 00:06:00,PANCAKE,BTC_USDT,40016.27,40019.46,40018.72,3750623.010215287
2024-01-01 00:06:00,BINANCE,ETH_USDT,2497.18,2500.39,2499.14,1862713.1791346364
2024-01-01 00:06:00,PANCAKE,ETH_USDT,2495.89,2500.27,2499.03,8564012.923459923
2024-01-01 00:06:00,BINANCE,BNB_USDT,296.04,304.92,299.99,9508284.929289654
2024-01-01 00:06:00,PANCAKE,BNB_USDT,295.69,303.72,299.65,9754015.787661882
2024-01-01 00:07:00,BINANCE,BTC_USDT,39929.44,39937.54,39934.12,1275258.3373210568
2024-01-01 00:07:00,PANCAKE,BTC_USDT,39953.63,39960.61,39957.55,4422233.567451914
2024-01-01 00:07:00,BINANCE,ETH_USDT,2503.27,2504.51,2504.29,8055299.340161546
2024-01-01 00:07:00,PANCAKE,ETH_USDT,2501.92,2505.83,2504.45,3046135.731675659
2024-01-01 00:07:00,BINANCE,BNB_USDT,300.19,303.39,300.23,2337856.722051476
2024-01-01 00:07:00,PANCAKE,BNB_USDT,294.47,299.38,299.3,7469906.586788903
2024-01-01 00:08:00,BINANCE,BTC_USDT,39933.49,39937.95,39934.99,1716161.9159488634
2024-01-01 00:08:00,PANCAKE,BTC_USDT,39917.12,39922.54,39920.45,5916304.854256919
2024-01-01 00:08:00,BINANCE,ETH_USDT,2495.42,2502.46,2498.06,7183275.303044831
2024-01-01 00:08:00,PANCAKE,ETH_USDT,2502.41,2507.17,2505.75,6326376.19734221
2024-01-01 00:08:00,BINANCE,BNB_USDT,296.96,303.37,299.36,2174085.0757126724
2024-01-01 00:08:00,PANCAKE,BNB_USDT,299.14,304.24,299.66,1451112.8028574334
2024-01-01 00:09:00,BINANCE,BTC_USDT,39823.82,39826.9,39825.95,1363826.2384610942
2024-01-01 00:09:00,PANCAKE,BTC_USDT,39888.23,39889.79,39889.56,6642775.991722463
2024-01-01 00:09:00,BINANCE,ETH_USDT,2491.55,2492.63,2491.81,3929271.4031422962
2024-01-01 00:09:00,PANCAKE,ETH_USDT,2500.91,2503.55,2502.1,3207237.7237549243
2024-01-01 00:09:00,BINANCE,BNB_USDT,295.73,304.66,299.87,8442884.368726168
2024-01-01 00:09:00,PANCAKE,BNB_USDT,296.86,302.3,300.59,7521516.448545509
2024-01-01 00:10:00,BINANCE,BTC_USDT,40129.69,40135.58,40131.28,9115569.815429484
2024-01-01 00:10:00,PANCAKE,BTC_USDT,40039.12,40044.9,40043.94,6466735.867178425
2024-01-01 00:10:00,BINANCE,ETH_USDT,2499.88,2502.58,2501.23,2458951.493815792
2024-01-01 00:10:00,PANCAKE,ETH_USDT,2505.61,2507.54,2506.43,6899098.061488286
2024-01-01 00:10:00,BINANCE,BNB_USDT,296.22,301.03,299.93,6891458.567454358
2024-01-01 00:10:00,PANCAKE,BNB_USDT,297.65,301.28,298.63,4860726.826124546
2024-01-01 00:11:00,BINANCE,BTC_USDT,40133.95,40140.71,40137.8,4617678.732491304
2024-01-01 00:11:00,PANCAKE,BTC_USDT,40023.12,40025.4,40025.25,1964881.7954635916
2024-01-01 00:11:00,BINANCE,ETH_USDT,2488.84,2494.57,2491.94,4779307.31646959
2024-01-01 00:11:00,PANCAKE,ETH_USDT,2500.18,2503.57,2501.09,3610278.7285184576
2024-01-01 00:11:00,BINANCE,BNB_USDT,297.2,299.72,299.68,8336979.0576943755
2024-01-01 00:11:00,PANCAKE,BNB_USDT,298.83,300.83,299.37,4950948.709426186
2024-01-01 00:12:00,BINANCE,BTC_USDT,40001.07,40003.75,40001.84,8942328.868968265
2024-01-01 00:12:00,PANCAKE,BTC_USDT,40053.95,40062.93,40058.1,2420705.222224183
2024-01-01 00:12:00,BINANCE,ETH_USDT,2505.08,2511.86,2508.92,3827399.7496012896
2024-01-01 00:12:00,PANCAKE,ETH_USDT,2503.31,2507.78,2503.58,9777597.354921004
2024-01-01 00:12:00,BINANCE,BNB_USDT,299.77,304.93,300.06,2155115.0215687472
2024-01-01 00:12:00,PANCAKE,BNB_USDT,297.03,304.61,300.55,6630312.676953487
2024-01-01 00:13:00,BINANCE,BTC_USDT,40041.65,40048.71,40045.35,2914883.476621054
2024-01-01 00:13:00,PANCAKE,BTC_USDT,40111.07,40117.86,40115.56,3387866.994086366
2024-01-01 00:13:00,BINANCE,ETH_USDT,2504.87,2506.05,2505.14,7327104.413812583
2024-01-01 00:13:00,PANCAKE,ETH_USDT,2489.03,2493.56,2491.73,9390211.458750721
2024-01-01 00:13:00,BINANCE,BNB_USDT,296.2,304.12,300.07,171122.95962365204
2024-01-01 00:13:00,PANCAKE,BNB_USDT,298.83,303.9,300.12,171470.56469570968
2024-01-01 00:14:00,BINANCE,BTC_USDT,40151.0,40156.04,40151.06,4127783.65636716
2024-01-01 00:14:00,PANCAKE,BTC_USDT,39912.85,39917.2,39915.15,4374964.704035578
2024-01-01 00:14:00,BINANCE,ETH_USDT,2499.12,2502.0,2499.92,4030689.989188031
2024-01-01 00:14:00,PANCAKE,ETH_USDT,2497.56,2502.99,2500.91,3837069.386668448
2024-01-01 00:14:00,BINANCE,BNB_USDT,295.54,303.67,300.16,8226457.684899391
2024-01-01 00:14:00,PANCAKE,BNB_USDT,297.58,301.6,299.49,6382396.556410156
2024-01-01 00:15:00,BINANCE,BTC_USDT,40194.26,40202.27,40197.85,7418164.251852765
2024-01-01 00:15:00,PANCAKE,BTC_USDT,39983.43,39987.64,39985.68,6401993.230640491
2024-01-01 00:15:00,BINANCE,ETH_USDT,2488.55,2493.62,2493.22,8841457.797523681
2024-01-01 00:15:00,PANCAKE,ETH_USDT,2503.82,2506.45,2504.42,4946441.327334657
2024-01-01 00:15:00,BINANCE,BNB_USDT,298.39,300.43,299.84,1306174.776635688
2024-01-01 00:15:00,PANCAKE,BNB_USDT,297.52,301.47,299.81,5381708.179056187
2024-01-01 00:16:00,BINANCE,BTC_USDT,39844.1,39845.89,39844.27,2215285.344076228
2024-01-01 00:16:00,PANCAKE,BTC_USDT,39969.29,39972.55,39972.4,5253311.762525564
2024-01-01 00:16:00,BINANCE,ETH_USDT,2502.13,2510.89,2507.09,5193928.305197311
2024-01-01 00:16:00,PANCAKE,ETH_USDT,2488.74,2492.67,2492.04,3234056.26628587
2024-01-01 00:16:00,BINANCE,BNB_USDT,294.38,300.23,298.96,6392591.352820598
2024-01-01 00:16:00,PANCAKE,BNB_USDT,297.56,304.43,300.56,9195147.85364583
2024-01-01 00:17:00,BINANCE,BTC_USDT,40077.7,40083.69,40081.53,9266071.39046376
2024-01-01 00:17:00,PANCAKE,BTC_USDT,40025.14,40028.9,40027.22,6172414.897349998
2024-01-01 00:17:00,BINANCE,ETH_USDT,2494.09,2497.63,2494.51,8218731.401087452
2024-01-01 00:17:00,PANCAKE,ETH_USDT,2494.12,2500.44,2499.01,2732600.087661624
2024-01-01 00:17:00,BINANCE,BNB_USDT,295.24,299.76,299.53,936808.6266491653
2024-01-01 00:17:00,PANCAKE,BNB_USDT,297.38,303.94,300.08,9463101.998549007
2024-01-01 00:18:00,BINANCE,BTC_USDT,40057.5,40061.07,40060.96,689784.6281370978
2024-01-01 00:18:00,PANCAKE,BTC_USDT,39976.97,39980.88,39980.28,6501579.088202799
2024-01-01 00:18:00,BINANCE,ETH_USDT,2501.25,2502.77,2501.56,7946018.623723207
2024-01-01 00:18:00,PANCAKE,ETH_USDT,2496.22,2502.02,2500.51,3282793.214190935
2024-01-01 00:18:00,BINANCE,BNB_USDT,298.73,302.94,299.44,5561968.0562629625
2024-01-01 00:18:00,PANCAKE,BNB_USDT,298.19,299.78,299.05,8097664.611868195
